0.0,1.0,0.0,0.0,0.0,-309.57126,39.475624,-9.717762,19.934984,-2.7178009,5.7446756,-6.540509,7.234751,-15.479311,16.246286,-17.943192,8.791514,0.83172315,7.7086024,-2.0063972,2.6848314,-7.9094687,11.986807,-6.7054825,7.155606,6.6267557,2.699819,-1.0615183,3.8023033,-3.5370812,6.3369284,-1.8186582,-1.117758,-4.7202196,-3.712715
0.0,1.0,0.0,0.0,0.0,-309.12076,47.014656,-6.965998,13.26838,-28.180687,15.664959,2.1332343,-1.2146451,-11.061541,12.683875,-18.78588,14.039223,-5.3848534,7.271408,-3.6367602,-5.427742,-7.76992,3.0199687,-9.449389,17.227978,13.831118,15.206737,11.401439,3.9020512,-1.381062,2.58643,-2.0511649,0.48219666,-0.40828434,-2.7181334
0.0,0.0,0.0,1.0,0.0,-405.26398,65.467606,-0.040788744,35.4405,-11.888795,7.042766,-13.519245,-13.080343,-6.7795086,12.238705,-21.183594,13.903838,-5.369453,10.114716,-2.4706612,-2.4419832,-2.2678423,3.3449354,-13.575492,1.6551213,-2.038245,-5.789038,-3.2427964,-1.7708253,-2.424679,-2.131447,-2.1047382,-0.59223086,-3.05549,-5.615418
0.0,1.0,0.0,0.0,0.0,-297.0036,27.090706,-30.363045,37.177246,-15.577599,-2.555017,-11.4474535,0.64516366,-9.116118,4.266881,-17.692352,15.384177,-8.609748,9.966943,3.6701672,0.5153286,-3.8603494,9.75631,-7.1715856,13.236518,4.513405,5.5341268,3.0319567,6.350685,2.0027454,8.454668,4.336142,4.1362076,3.1209085,0.18972512
0.0,0.0,0.0,1.0,0.0,-519.5409,85.33672,21.150797,10.370945,-7.3631177,10.417215,-9.761885,-5.0975246,-22.296164,9.265532,-17.072083,4.039605,-8.449956,9.63484,5.0368514,6.470736,-2.7096064,9.06553,-3.9345431,-0.89747083,3.1055236,-0.4345334,-6.92717,-0.093519166,-11.04022,0.85856944,-3.7693813,-1.3437468,-2.354102,-2.5627499
1.0,0.0,0.0,0.0,0.0,-331.7076,42.07935,-7.932465,24.869663,-22.292322,3.903603,-8.448234,-18.813873,-11.433762,-0.24435666,-24.73188,10.3943615,-16.666088,10.294293,-6.921955,0.0022616917,-4.2490673,-2.815993,-9.341561,-2.6849558,-5.8112683,0.21190798,-6.1679997,-5.3131866,-3.9938397,-1.1444309,4.767174,13.985458,19.991367,21.291208
0.0,0.0,1.0,0.0,0.0,-324.23883,41.712353,-24.565487,20.060194,-18.340845,2.7536247,-15.946848,-8.867766,-2.5216873,1.4800727,-15.104662,11.334502,-16.317429,9.33732,-7.611973,-3.6280155,3.0728102,0.85020983,-4.100043,3.7411227,-6.6682487,-1.2341368,2.8602703,8.87295,8.036685,5.77005,0.8217987,2.7684367,5.521223,5.7121234
0.0,0.0,0.0,1.0,0.0,-542.62726,81.762665,11.03707,19.506842,8.90572,17.277317,-10.220476,-2.5873668,-17.784765,6.5499763,-14.791001,4.131087,-6.4700513,8.035715,6.3628993,0.91083944,-4.3164244,10.243147,-1.6082996,-2.167781,3.8071415,2.519619,-4.693274,0.47536376,-5.7642646,-2.829712,-8.226226,0.12276156,0.13210477,-1.6251783
0.0,0.0,0.0,0.0,1.0,-510.33456,70.39217,9.7458935,26.842999,11.74515,20.425238,-24.86368,-9.029067,-22.670057,10.334231,-16.237907,10.448736,-6.454833,8.925148,-1.2872533,-1.1304052,1.3604101,5.3925314,3.8456142,-6.08875,6.018776,0.45418242,-1.2991431,-0.6056277,-8.349147,2.3016977,-1.1063999,-0.5240501,0.83695775,3.1211758
0.0,0.0,0.0,0.0,1.0,-527.1156,80.40971,16.980844,12.446124,11.09362,21.195269,-20.856537,-6.6548276,-16.371574,10.280925,-10.490259,8.657889,-3.5554533,11.668826,-2.331365,-2.790952,1.6103655,1.5004724,6.4509187,-5.482312,2.819313,2.1688902,-6.8077197,-0.9438659,-4.619451,-1.8221571,0.21371941,2.8137956,2.466469,8.022853
1.0,0.0,0.0,0.0,0.0,-360.86105,54.666348,-8.318933,28.38139,-22.973791,5.043979,-6.862845,-20.251509,-11.867199,-3.050097,-23.44635,16.149538,-17.82118,9.908611,-5.9533186,-4.476688,-0.8451416,-2.23871,-8.372173,4.621978,-5.2208734,1.1644751,-5.6969314,-3.4072065,-2.8164322,-1.9260083,-2.416389,0.35475507,3.1680098,8.872028
0.0,0.0,0.0,0.0,1.0,-417.1982,76.73058,31.745201,46.93039,-2.9272075,14.651526,-2.1715016,-4.9396577,-6.9380116,-1.7801188,-9.24605,9.833386,-10.4662695,10.365379,-9.57868,1.8024807,1.1797556,-2.4167566,-8.667022,-1.662025,-6.793335,-4.462346,-5.569145,0.92948747,-1.9101516,3.1483111,4.714477,-0.18025587,0.8377905,-2.746206
0.0,0.0,1.0,0.0,0.0,-327.46832,37.83829,-23.96724,16.028591,-17.448418,-1.302449,-12.130818,-11.979495,-8.044146,1.6379436,-18.262384,15.672617,-18.148897,9.466432,-8.287806,-0.92868584,1.180562,1.8670915,-5.263936,4.00622,-9.978894,0.30519685,0.641839,6.500075,10.600534,9.437103,3.4005344,4.3281326,6.4387536,8.778856
1.0,0.0,0.0,0.0,0.0,-387.35782,42.078205,-18.48824,4.568649,-8.75244,5.9269514,-26.00101,2.9412763,-18.469435,-0.14809695,-15.794532,7.8958683,-4.811124,7.898973,-5.708221,0.6061962,-5.3122635,-0.49763852,-4.6324525,-8.011917,6.2071877,13.286767,16.969553,26.486113,23.911552,18.099285,4.6102996,3.3048735,0.9669155,5.3438053
0.0,1.0,0.0,0.0,0.0,-317.76926,25.187538,-15.026434,18.928446,-12.766623,2.170589,-16.692097,-8.588674,-14.784274,5.698068,-23.35372,10.77253,-8.457243,5.7798495,-0.40733305,-0.6392557,-2.4203658,12.84821,-3.3571994,12.327915,6.720513,5.434696,3.4367232,6.656119,3.3740563,3.7054548,0.47964713,4.1233125,0.106046304,3.3232815
1.0,0.0,0.0,0.0,0.0,-424.1432,67.8096,-9.262203,-1.8606267,-11.788027,13.80589,-29.020597,-11.200335,-18.72963,-3.7800481,-0.6175131,1.833819,-1.8937018,9.187426,-1.8906411,1.7026473,-3.6837757,1.7472095,-3.0053792,-5.4092317,-5.4005175,-1.45011,-8.516531,4.941597,6.061159,14.200768,21.33374,23.597239,17.13221,12.012195
0.0,1.0,0.0,0.0,0.0,-335.05756,43.801373,-6.8060026,21.195068,-7.8001904,8.590305,-7.02881,0.7823579,-12.103814,7.1536956,-21.200008,11.342776,-7.220812,5.0827603,-0.6628162,-4.7211986,-5.041705,7.276938,-6.732818,7.992099,5.587148,6.8410673,2.5310645,7.2054214,1.9286995,4.2411413,-4.44895,-2.2022357,-0.73295313,2.2782447
0.0,0.0,0.0,0.0,1.0,-545.6008,85.16077,26.692589,29.094383,15.003597,12.542656,-19.13285,-3.6366792,-15.840717,7.8478365,-17.44251,4.3815966,-8.391374,5.9471507,1.5151366,0.97566944,2.0330982,4.185384,0.5979474,-8.211467,4.4943333,-3.1246514,-1.8868566,2.0475183,-8.531784,0.55001456,0.78042674,4.3517923,1.6403412,6.243465
